Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Extension/Second Number,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,EV Connector Types,Access Code,Access Detail Code,EV Pricing,EV On-Site Renewable Source,Restricted Access,Maximum Vehicle Class,EV Workplace Charging
First Capital Asset Management LP,85 Laird Dr,,Toronto,ON,M4G 3T8,,,24 hours daily,,,6,,Non-Networked,,200-8,43.70567,-79.36118,2025-10-13,371370,J1772,public,,Price Information not available,,0,LD,0
SWTCH Energy,85 Laird Dr,,Toronto,ON,M4G 3T8,,,24 hours daily,,,1,,SWTCH,https://swtchenergy.com,GPS,43.7056385,-79.3611747,2025-11-13,437530,J1772,public,,Free,,0,LD,0
Brant County Ford,85 Lynden Rd,,Brantford,ON,N3R 7J9,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,43.1745066,-80.2405968,2026-06-29,231825,J1772,public,,Price Information not available,,0,,0
CoK Public - Rideau Heights Community Centre (3134),85 MacCauley St,,Kingston,ON,K7K 2V8,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,44.265464,-76.483097,2026-06-29,129589,J1772,public,,Price Information not available,,0,,0
Swtch Energy,85 Ontario St,,Kingston,ON,K7L 5V7,844-798-2438,,24 hours daily,A D Debit M V,,2,,SWTCH,https://swtchenergy.com,200-9,44.226306,-76.482853,2022-03-04,186005,J1772,public,CREDIT_CARD_ALWAYS,$1.50 per hour,,0,LD,0
Collingwood - Central Park Arena,85 Paterson Street,,Collingwood,ON,L9Y 3N3,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,44.494897,-80.208017,2026-06-29,372128,J1772,public,,Price Information not available,,0,,0
Sandringham,85 Range Rd,,Ottawa,ON,K1N 8J6,844-798-2438,,24 hours daily,A D Debit M V,,2,,SWTCH,https://swtchenergy.com,GPS,45.42469278,-75.67063843,2021-12-13,201756,J1772,public,CREDIT_CARD_ALWAYS,Price Information not available,,1,LD,0
Restaurant La Maison Mathilde,85 Route 132 O,,Percé,QC,G0C 2L0,800-463-9700,,24 hours daily,A D Debit M V,,1,,Non-Networked,,GPS,48.52732862,-64.2138696,2022-06-10,218866,J1772,public,CREDIT_CARD_ALWAYS,Price Information not available,,0,LD,0
Ville d'Otterburn Park - Pointe-Valaine,85 Rue d'Oxford,,Otterburn Park,QC,J3H 0E7,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,45.5422221,-73.2185724,2026-06-29,398217,J1772,public,,Price Information not available,,0,,0
064 DU PHARE 064 CENTRE,85 Rue de la Faune,Stationnement,Québec,QC,G1G 0K9,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.891578,-71.301638,2026-06-29,375311,J1772,public,,Price Information not available,,0,,0
064 DU PHARE 064 DROITE,85 Rue de la Faune,Stationnement,Québec,QC,G1G 0K9,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.891503,-71.301556,2026-06-29,375312,J1772,public,,Price Information not available,,0,,0
064 DU PHARE 064 GAUCHE,85 Rue de la Faune,Stationnement,Québec,QC,G1G 0K9,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.89167,-71.30128,2026-06-29,375313,J1772,public,,Price Information not available,,0,,0
The Power Commission of The City of St. John,85 rue du 15 Août,,Edmundston,NB,E3V 0G4,,,24 hours daily,,,2,,Non-Networked,,GPS,47.3736165,-68.31172,2025-03-07,386652,J1772,public,,Price Information not available,,0,LD,0
Auberge Du Draveur - Tesla Destination,85 Rue Principale Nord,,Maniwaki,QC,J9E 2B7,877-798-3752,,,,,2,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.38203,-75.983531,2024-07-01,116615,J1772 TESLA,public,,Price Information not available,,,,0
Real Canadian Superstore - Brampton,85 Steeles Ave W,,Brampton,ON,L6Y 0K3,855-567-5853,,7am-10pm; for customer use only,ANDROID_PAY APPLE_PAY CREDIT Debit M V,,,4,JULE,https://www.julepower.com,GPS,43.66429,-79.73392,2025-12-12,258548,J1772,public,,$1.00 connection fee; price per minute based on vehicle demand; $0.32 per min at 50 kW; $0.38 per min at 100 kW; $0.45 per min at 150 kW,,1,LD,0
BRUCEGROUP NISSAN L2-2,85 Terra Nova Dr,Bruce Nissan EV Bar,Kentville,NS,B4N 5H1,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.069767,-64.557,2026-06-29,311116,J1772,public,,Price Information not available,,0,,0
BRUCEGROUP NISSAN L2-1,85 Terra Nova Dr,Bruce Nissan EV Island,Kentville,NS,B4N 5H1,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.06994,-64.55726,2026-06-29,311195,J1772,public,,Price Information not available,,0,,0
BRUCEGROUP NISSANL3-1,85 Terra Nova Dr,Charging Island Center of Lot,Kentville,NS,B4N 5H1,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,45.06989,-64.55723,2026-06-29,312212,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Desjardins - CdS Bas-Saint-François,"85, route Marie-Victorin",,Saint-François-du-Lac,QC,J0G 1M0,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,46.058782,-72.822446,2026-06-29,305221,J1772,public,,Price Information not available,,0,,0
WVT WVT 1,850 11 St SW,Stalls 17 and 18 in underground parkade,Calgary,AB,T2P 1L3,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,51.045727,-114.08829,2026-06-29,232577,J1772,public,,Price Information not available,,0,,0
WVT WVT 3,850 11 St SW,Stalls 15 and 16 of underground parkade,Calgary,AB,T2P 1L3,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,51.04567,-114.08823,2026-06-29,232579,J1772,public,,Price Information not available,,0,,0
BANKERS HALL BC STATION 1,850 2 St SW,Bankers Court Parkade,Calgary,AB,T2P 0R8,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,51.04501,-114.067375,2026-06-29,302182,J1772,public,,Price Information not available,,0,,0
Laval,850 Boul Vanier,,Laval,QC,H7C 2M7,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,45.604329,-73.652349,2026-06-29,129765,J1772,public,,Price Information not available,,0,,0
Hershey Canada - Granby,850 boul. Industriel,,Granby,QC,J2J 1B8,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.387001,-72.76265,2026-06-29,305435,J1772,public,,Price Information not available,,0,,0
Metro Plus Fournier,850 boul. Thibeau,,Trois-Rivières,QC,G8T 7A6,819-376-3028,,8am-10pm daily,,,4,,Non-Networked,,GPS,46.38749517,-72.55288504,2021-10-12,83005,J1772,public,,Free,,0,LD,0
Leggat Discovery Ford,850 Brant St,,Burlington,ON,L7R 2J5,,,Dealership business hours; for dealership use only; Drivers must bring their own J1772 cordset for Level 1 charging,,2,2,,Non-Networked,,200-9,43.334676,-79.812197,2026-03-30,83680,J1772 NEMA515,private,LIMITED_HOURS,Free,,,LD,1
"Winnipeg Gas Bar (Dakota) - 850 Dakota St, Winnipeg",850 Dakota St,,Winnipeg,MB,R2M 5R9,888-356-8911,,24 hours daily,,,,1,FLO,https://www.flo.com,GPS,49.82832,-97.1055,2026-06-29,207374,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
850 des Seigneurs,850 des Seigneurs,,Montréal,QC,H3J 1Y5,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.490222,-73.574478,2026-06-29,304590,J1772,public,,Price Information not available,,0,,0
7645074 Canada Inc 850 Rue Ellingham Pointe Claire QCH9R 3S4,850 Ellingham,,Pointe Claire,QC,H9R 3S4,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,45.4692839,-73.8214465,2026-06-29,372273,J1772,public,,Price Information not available,,0,,0
Gescan Winnipeg,850 Empress Street,,Winnipeg,MB,R3G 3H3,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,49.892881,-97.196291,2026-06-29,356049,J1772,public,,Price Information not available,,0,,0
Cambridge Campus,850 Fountain Street,,Cambridge,ON,N3H 0A8,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,43.387942,-80.396119,2026-06-29,149282,J1772,public,,Price Information not available,,0,,0
Maurice Lamontagne Institute,850 Routte de la Mer,,Mont-Joli,QC,G5H 3Z4,800-636-0986,,,,,4,,CHARGELAB,https://chargelab.co,GPS,48.639794,-68.154622,2026-06-29,225042,J1772,public,,Price Information not available,,0,,0
Saint-Frédéric,850 Rue du Parc Saint-Frédéric,,Saint-Frédéric,QC,G0N 1P0,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,46.297697,-70.970481,2026-06-29,305806,J1772,public,,Price Information not available,,0,,0
BRCC - St-Frédéric - Hôtel-de-Ville,"850, Rue de l'Hôtel-de-Ville",,Saint-Frédéric,QC,G0N 1P0,855-999-8378,,,,,,2,Circuit électrique,https://lecircuitelectrique.com,GPS,46.297505,-70.970777,2026-06-29,450024,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Saint-Hyacinthe - Centre Aquatique Desjardins,"850, Rue Turcot",,Saint-Hyacinthe,QC,J2S 8P3,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.63507385,-72.95452618,2026-06-29,305809,J1772,public,,Price Information not available,,0,,0
8500 DéCARIE 1 EV 1,8500 blvd Décarie,,Mont-Royal,QC,H4P 2N2,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.50064,-73.663914,2026-06-29,357671,J1772,public,,Price Information not available,,0,,0
Carrefour Charlesbourg,8500 Boulevard Henri-Bourassa,,Québec,QC,G1G 5X1,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.865984,-71.270339,2026-06-29,129909,J1772,public,,Price Information not available,,0,,0
Nakusp Hot Springs,8500 Hot Springs Road,,Nakusp,BC,V0G 1R0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,50.296762,-117.685351,2026-06-29,347930,J1772,public,,Price Information not available,,0,,0
Hilton Toronto/Markham Suites Conference Centre - Tesla Destination,8500 Warden Ave,,Markham,ON,L6G 1A5,877-798-3752,,,,,5,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.853852,-79.335003,2024-07-01,116511,J1772 TESLA,public,,Price Information not available,,,,0
Belanger Chrysler Dodge Jeep Ram,8501 County Rd 17,,Rockland,ON,K4K 1K7,613-446-2222,,24 hours daily,CREDIT,,,2,Non-Networked,,200-8,45.5571,-75.25192,2025-05-12,83329,J1772,public,,$0.49 per kWh,,0,LD,0
8501 de Gaspé,8501 de Gaspé,,Montréal,QC,H2P 1J3,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.542533,-73.636793,2026-06-29,304242,J1772,public,,Price Information not available,,0,,0
Mirabel - Complexe Jean-Laurin,8505 Rue Saint-Jacques,,Mirabel,QC,J7N 1Z9,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.63408,-73.98362,2026-06-29,305563,J1772,public,,Price Information not available,,0,,0
Wesgroup - 8506 200th St,8506 200th Street,,Langley,BC,V2Y 0M1,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,49.157833,-122.667194,2026-06-29,186392,J1772,public,,Price Information not available,,0,,0
Centre Integre de Sante et de Services Sociaux de Chaudiere-Appalaches,851 Avenue Sainte-Therese,,St-Joseph-de-Beauce,QC,G0S 2V0,,,24 hours daily; for fleet use only,,,6,,Non-Networked,,200-8,46.307753,-70.878615,2026-03-30,83213,J1772,private,,Price Information not available,,,LD,0
CISSSCA - St-Joseph,851 avenue Sainte-Thérèse,,St-Joseph de Beauce,QC,G0S 2V0,888-356-8911,,24 hours daily,,,6,,FLO,https://www.flo.com,GPS,46.307997,-70.878348,2026-06-29,355105,J1772,public,,Price Information not available,,0,,0
BRCC - Roberval - Hôtel de Ville,851 Boul. St-Joseph,,Roberval,QC,G8H 2L6,855-999-8378,,,,,2,4,Circuit électrique,https://lecircuitelectrique.com,GPS,48.518258,-72.222299,2026-06-29,322463,J1772 J1772COMBO,public,,Price Information not available,,0,,0
Prouse Chevrolet Buick GMC Cadillac- Employee Parking,851 Great Northen Road,,Sault Ste. Marie,ON,P6B 0B8,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,46.55256,-84.32022,2026-06-29,262403,J1772,public,,Price Information not available,,0,,0
Prouse Chevrolet Buick GMC Cadillac- DC,851 Great Northern Road,,Sault Ste. Marie,ON,P6B 0B8,888-356-8911,,24 hours daily,,,,1,FLO,https://www.flo.com,GPS,46.552725,-84.320252,2026-06-29,262539,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Tesla - 16446 - Osoyoos BC,8513 74 Ave,,Osoyoos,BC,V0H 1V3,888-356-8911,,24 hours daily,,,,3,FLO,https://www.flo.com,GPS,49.031689,-119.466876,2026-06-29,199443,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Aréna du complexe Jean-laurin,"8515, Rue Saint-Jacques",,Mirabel,QC,J7N 1Z9,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.6345965,-73.9833927,2026-06-29,347591,J1772,public,,Price Information not available,,0,,0
Angus Arena,8529 County Road 10,,Angus,ON,L0M 1B0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,44.31395,-79.88462,2026-06-29,258742,J1772,public,,Price Information not available,,0,,0
8535 Pierre de Coubertin,8535 Pierre de Coubertin,,Montréal,QC,H1L 5E6,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.599672,-73.523469,2026-06-29,304372,J1772,public,,Price Information not available,,0,,0
Riverview Chevrolet Buick GMC,854 Murray St,,Wallaceburg,ON,N8A 1W4,866-816-7584,,24 hours daily,,,,1,EV Connect,https://www.evconnect.com,GPS,42.57708,-82.381382,2026-06-29,185974,J1772,public,,Price Information not available,,0,,0
Canadian Tire - St Jean sur Richelieu,855 Bd du Séminaire N,,Saint-Jean-sur-Richelieu,QC,J3A 1J2,888-356-8911,,24 hours daily,,,,4,FLO,https://www.flo.com,GPS,45.3306942,-73.2672229,2026-06-29,348017,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
St-Jean-Richelieu,855 boul. Industriel,,Saint-Jean-sur-Richelieu,QC,J3B 7Y7,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,45.330095,-73.289542,2026-06-29,149218,J1772,public,,Price Information not available,,0,,0
SWTCH Energy Inc.,855 Harrington Ct,,Burlington,ON,L7N 3P3,,,24 hours daily,A D Debit M V,,1,,SWTCH,https://swtchenergy.com,GPS,43.35860062,-79.78639984,2024-07-11,345817,J1772,private,,Free,,,LD,1
Lounsbury Miramichi Chevrolet,855 King George Hwy,,Miramichi,NB,E1V 1P9,,,For fleet use only,,,,2,IN_CHARGE,https://inchargeus.com,GPS,47.01303,-65.5576,2025-04-09,377881,J1772COMBO,private,,Price Information not available,,,MD,0
MARC LACHAINE MITSU EVSE DUAL,855 Rue Notre-Dame,Parking Lot,Repentigny,QC,J5Y 1C6,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.764479,-73.420907,2026-06-29,162880,J1772,public,,Price Information not available,,0,,0
Swtch Energy,855 Village Dr,,Port Coquitlam,BC,V3B 0G9,844-798-2438,,24 hours daily,A D Debit M V,,4,,SWTCH,https://swtchenergy.com,GPS,49.2524566,-122.737076,2023-08-10,330028,J1772,public,,$2 per hour; 4 hour maximum charge time; 15 minute grace period then $4 per hour thereafter,,0,,0
North Shore Kia,855 W 1st St,,North Vancouver,BC,V7P 1A4,,,Dealership business hours,,,1,,Non-Networked,,GPS,49.31766019,-123.0967029,2022-04-13,83550,J1772,public,CALL,Free,,0,,1
Complexe Wilfred C. Foulem Complex,855-2 Rue Principale,,Beresford,NB,E8K 1T3,844-661-6272,,24 hours daily,,,1,,eCharge Network,https://echargenetwork.com,GPS,47.700887,-65.703731,2026-06-29,156821,J1772,public,,Price Information not available,,0,,0
BRCC - Val-d'Or,"855, 2e Ave",,Val d'Or,QC,J9P 4P4,855-999-8378,,,,,,1,Circuit électrique,https://lecircuitelectrique.com,GPS,48.10188,-77.789386,2026-06-29,305008,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
855 Georges Vanier,"855, Boul Georges-Vanier",,Montréal,QC,H3J 2B5,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.4885984,-73.576108,2026-06-29,453565,J1772,public,,Price Information not available,,0,,0
Cégep de Jonquière - CECC,"855, Rue Richelieu",,La Malbaie,QC,G5A 2X7,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,47.633781,-70.1434647,2026-06-29,355741,J1772,public,,Price Information not available,,0,,0
Fédération autonome de l'enseignement,8550 boul. Pie-IX,,Montréal,QC,H1Z 4G2,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.575077,-73.611321,2026-06-29,305408,J1772,public,,Price Information not available,,0,,0
City Hall - 46019 SOUTHLANDS DR,8550 Young Road,,Chilliwack,BC,V2P 8A4,888-356-8911,,24 hours daily,,,6,,FLO,https://www.flo.com,GPS,49.158421,-121.9515144,2026-06-29,237870,J1772,public,,Price Information not available,,0,,0
856 Esquimalt Road,856 Esquimalt Road,,Victoria,BC,V9A 3M4,800-636-0986,,,,,2,,CHARGELAB,https://chargelab.co,GPS,48.431801,-123.398699,2026-06-29,455748,J1772,public,,Price Information not available,,0,,0
Mobil Hamilton,856 Upper Sherman Ave,,Hamilton,ON,L8V 3N1,800-636-0986,,,,,,4,CHARGELAB,https://chargelab.co,GPS,43.220931,-79.852672,2026-06-29,200835,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
SWTCH Energy,8560 Demorest Dr,,Richmond,BC,V7A 4M1,,,24 hours daily,A D Debit M V,,8,,SWTCH,https://swtchenergy.com,GPS,49.1457005,-123.1317107,2023-11-09,328340,J1772,private,,$1 per hour,,,,1
Carrefour Santé Villeray,8560 Rue St-Hubert,,Montréal,QC,H2P 1Z7,888-356-8911,,24 hours daily,,,3,,FLO,https://www.flo.com,GPS,45.548482,-73.634042,2026-06-29,129736,J1772,public,,Price Information not available,,0,,0
On the Run EV Fast Charge,857 10th St,,Hanover,ON,N4N 1S1,519-364-1247,,24 hours daily,A M V,,,4,ON_THE_RUN_EV,https://www.ontherunstores.com/ev-charging,GPS,44.15535,-81.00701,2026-03-30,452035,J1772COMBO,public,,Price Information not available,,0,LD,0
Beckwith Park (Public),857 Beckwith Ave,,Victoria,BC,V8X 3S3,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,48.4806385,-123.3737942,2026-06-29,190197,J1772,public,,Price Information not available,,0,,0
OK Tire - Pembroke,857 Pembroke st e,,Pembroke,ON,K8A 3M3,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,45.82598,-77.09069,2026-06-29,324327,J1772,public,,Price Information not available,,0,,0
On the Run Convenience Store - Delta,8579 120 St,,Delta,BC,V4C 6R2,604-594-5151,,24 hours daily,,,,6,ON_THE_RUN_EV,https://www.ontherunstores.com/ev-charging,GPS,49.159093,-122.890866,2025-10-13,390541,J1772COMBO,public,,Price Information not available,,0,LD,0
On the Run EV Fast Charge,8579 120 St,,Delta,BC,V4C 6R2,604-594-5151,,24 hours daily,A M V,,,6,ON_THE_RUN_EV,https://www.ontherunstores.com/ev-charging,GPS,49.159317,-122.890884,2026-03-30,452046,J1772COMBO,public,,Price Information not available,,0,LD,0
BC Hydro - Taylor River Rest Area,858 Pacific Rim Hwy,,Ucluelet,BC,V9Y 8Z2,866-338-3369,,24 hours daily,,,1,2,BCHYDRO,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,GPS,49.29496657,-125.2997433,2026-06-29,456310,CHADEMO J1772 J1772COMBO,public,,Price Information not available,,0,,0
Municipalité de Bolton-Est,858 rue Missisquoi,,Bolton-Est,QC,J0E 1G0,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.20283,-72.356242,2026-06-29,305583,J1772,public,,Price Information not available,,0,,0
Carrefour Saint-Georges,8585 boul. Lacroix,,St-Georges,QC,G5Y 5L6,888-356-8911,,24 hours daily,,,3,,FLO,https://www.flo.com,GPS,46.133566,-70.697129,2026-06-29,129839,J1772,public,,Price Information not available,,0,,0
SWTCH Energy,8585 chem. de la Côte-de-Liesse,,Montréal,QC,H4T 1G5,,,24 hours daily; for employee use only,,,2,,SWTCH,https://swtchenergy.com,GPS,45.4752441,-73.7065267,2025-11-13,437534,J1772,public,,Free,,1,LD,1
WELCOME GRANVILLEAT70TH,8585 W 70th Ave,P1,Vancouver,BC,V6P 4Z9,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.208895,-123.14153,2026-06-29,167493,J1772,public,,Price Information not available,,0,,0
CIUSSS de l'Ouest de l'Île de Montréal - Hôpital LaSalle (arrière),"8585, Terrasse Champlain",,Montréal,QC,H8P 1C1,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.4209001,-73.6231677,2026-06-29,310661,J1772,public,,Price Information not available,,0,,0
Fondation Hôpital Lasalle,"8585, Terrasse Champlain",,Montréal,QC,H8P 1C1,855-999-8378,,,,,8,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.42037,-73.621863,2026-06-29,405610,J1772,public,,Price Information not available,,0,,0
Chibougamau Automobile Inc 1,859 3e rue,,Chibougamau,QC,G8P 1R1,,,For fleet use only,,,,2,IN_CHARGE,https://inchargeus.com,GPS,49.91375,-74.38075,2025-04-09,377907,J1772COMBO,private,,Price Information not available,,,MD,0
PETRO-CANADA CP 14229 - 1,859 Chem. Saint-Féréol,,Les Cèdres,QC,J7T 1E9,888-758-4389,,24 hours daily,,,,2,ChargePoint Network,https://www.chargepoint.com,GPS,45.343385,-74.087306,2026-06-29,437627,J1772COMBO,public,,Price Information not available,,0,,0
PETRO-CANADA CP 14229 - 2,859 Chem. Saint-Féréol,,Les Cèdres,QC,J7T 1N2,888-758-4389,,24 hours daily,,,,2,ChargePoint Network,https://www.chargepoint.com,GPS,45.343305,-74.087264,2026-06-29,437629,J1772COMBO,public,,Price Information not available,,0,,0
