Station_ID  (PK),Station_name,Station_phone ,Location_ID (FK),Network_ID (FK),Access_code,Access_Detail_code,Access_Day_time,EV_Pricing,Date_last_confirmed,Maximum_Vehicle_Class,Ev_Workplace_charging ,Restricted_access
417544,"Severn, ON - Tesla Supercharger",877-798-3752,2062,2,public,,24 hours daily. NACS partner enabled.,,6/18/2026,LD,TRUE,FALSE
417545,"Severn, ON - Highway 11 - Tesla Supercharger",877-798-3752,8625,5,public,,24 hours daily. NACS partner enabled.,,6/18/2026,LD,TRUE,FALSE
417692,PEMBERTON ST 2,888-758-4389,8626,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417693,PETRO-CANADA CP 92575 - 1,888-758-4389,1610,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417695,PETRO-CANADA CP 92575 - 2,888-758-4389,13240,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417697,RECHARGECO LONGUEUIL 01,888-758-4389,3135,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417699,RECHARGECO LONGUEUIL 02,888-758-4389,3135,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417714,King Street Parking Lot (55 King Street),888-356-8911,13240,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417748,"Beamsville, ON - Tesla Supercharger",877-798-3752,3135,5,public,,24 hours daily. NACS partner enabled.,,6/18/2026,LD,TRUE,FALSE
417749,"Mississauga, ON - Creditview Road - Tesla Supercharger",877-798-3752,3135,5,public,,24 hours daily. NACS partner enabled.,,6/18/2026,LD,TRUE,FALSE
417768,CITY OF WINDSOR LOT 35,888-758-4389,3135,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417774,Ville d'Otterburn Park - Parc Edmond Auclair,888-356-8911,3135,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417780,BRCC - Chandler - Place du Havre,855-999-8378,3766,10,public,,,,6/29/2026,,FALSE,FALSE
417788,St. Faith's Anglican Church,888-356-8911,3766,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417820,Econolodge Hotel - Bornes de recharges,888-356-8911,8766,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417821,Collingwood - Curling Club,888-356-8911,8767,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417825,Centre des loisirs de Saint-Eugène-de-Guigues,855-999-8378,8774,5,public,,,,6/29/2026,,FALSE,FALSE
417922,"CircleK - SUMMERLAND, BC",833-505-2291,8768,5,public,,24 hours daily,,9/12/2025,MD,FALSE,FALSE
417964,CAWTHRA CC CAWTHRA CC 7,888-758-4389,8769,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417965,CAWTHRA CC CAWTHRA CC 6,888-758-4389,8770,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417966,CAWTHRA CC CAWTHRA CC 4,888-758-4389,8771,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417967,CAWTHRA CC CAWTHRA CC 3,888-758-4389,8772,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417968,CAWTHRA CC CAWTHRA CC 2,888-758-4389,8773,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417969,CAWTHRA CC CAWTHRA CC 1,888-758-4389,21,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417970,BORNES 4150 22DFE,888-758-4389,4855,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417971,BORNES 4150 21892,888-758-4389,6039,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417986,HoneyBadger Charging Station,877-836-0242,3966,19,public,,24 hours daily,$0.32 per kWh,10/13/2025,LD,FALSE,FALSE
418042,STATIONNEMENT01 LAGRANGEPARDUE,888-758-4389,11210,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
418050,TransAlta Place,888-356-8911,11210,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
418051,Delta Mont-Sainte-Anne,888-356-8911,11210,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
418052,FOOD BASICS - 817 - Hawkesbury Store,888-356-8911,5201,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
418053,ADONIS - London Wonderland,888-356-8911,3300,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
418054,Ville de Sainte-Marthe-sur-le-Lac - Centre communautaire,855-999-8378,12041,2,public,,,,6/29/2026,,FALSE,FALSE
418060,"Hope, BC - Old Hope Princeton Way - Tesla Supercharger",877-798-3752,5274,2,public,,24 hours daily. NACS partner enabled.,,6/18/2026,LD,TRUE,FALSE
418061,Florence Petersen Park,844-798-2438,9985,4,public,,24 hours daily,$0.35 per kWh,9/12/2025,LD,FALSE,FALSE
418141,PLT BORNE 3,888-758-4389,15170,45,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
418142,PLT BORNE 4,888-758-4389,13508,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
418143,PLT BORNE 5,888-758-4389,12097,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
418144,INDIGO PARK CTO121KING-1,888-758-4389,12097,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
418145,INDIGO PARK CTO121KING 1,888-758-4389,12097,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
418146,INDIGO PARK CTO121KING.1,888-758-4389,12097,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
418157,Club de golf St-Pacôme,855-999-8378,11536,32,public,,,,6/29/2026,,FALSE,FALSE
418158,BRCC - Christophe Colomb -  Complexe Claude Robillard,855-999-8378,11899,2,public,,,,6/29/2026,,FALSE,FALSE
418159,Québec - 5353 5e Ave O,855-999-8378,5862,7,public,,,,6/29/2026,,FALSE,FALSE
420123,INDIGO PARK CHA008-DITCH02,888-758-4389,3876,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420124,INDIGO PARK CHA008-DITCH01,888-758-4389,11638,14,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420134,Ville de Magog - Stationnement Pointe-Merry,855-999-8378,9548,1,public,,,,6/29/2026,,FALSE,FALSE
420135,Municipalité de Saint-Marc-sur-Richelieu - Complexe municipal,855-999-8378,12980,2,public,,,,6/29/2026,,FALSE,FALSE
420136,Québec - 805 Côte de la pente-douce,855-999-8378,1785,2,public,,,,6/29/2026,,FALSE,FALSE
420172,TOYOTA ON TRAIL SHOP,888-758-4389,617,7,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420173,BROADSTREET BLACKSTONE #8,888-758-4389,15030,7,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420174,BROADSTREET BLACKSTONE #7,888-758-4389,326,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420175,BROADSTREET BLACKSTONE #6,888-758-4389,5741,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420176,BROADSTREET BLACKSTONE #5,888-758-4389,5730,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420177,BROADSTREET BLACKSTONE #4,888-758-4389,2985,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420178,BROADSTREET BLACKSTONE #3,888-758-4389,2312,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420179,BROADSTREET BLACKSTONE #2,888-758-4389,12110,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420180,YNCU WATERLOO 1,888-758-4389,6029,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420181,BROADSTREET BLACKSTONE #1,888-758-4389,6784,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420182,PETRO-CANADA CP 65236 - 1,888-758-4389,10986,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420184,PETRO-CANADA CP 65236 - 2,888-758-4389,12725,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420186,YNCU WATERLOO 3,888-758-4389,15245,14,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420194,Evolve Sparkling House,888-356-8911,10527,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420195,Gescan Nisku,888-356-8911,5943,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420196,Le Nordelec,888-356-8911,13589,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420281,MILTON TOYOTA MT STATION 1,888-758-4389,2470,12,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420282,MILTON TOYOTA MT STATION 2,888-758-4389,2033,6,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420283,SPT SERVICE,888-758-4389,3051,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420284,SPT DELIVERY CENTER,888-758-4389,9978,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420287,REM - Sunnybrooke,855-999-8378,10107,26,public,,,,6/29/2026,,FALSE,FALSE
420633,Villa Damene Rental Cottage,416-889-1556,13083,35,public,,24 hours daily; for guests only,Free,9/12/2025,LD,FALSE,TRUE
420634,Whiskey Harbour Lakehouse,800-637-0305,7753,5,public,,24 hours daily; for guests only,Free,9/12/2025,LD,FALSE,TRUE
420635,Wireless Bay Cottages,855-596-2999,659,1,public,,24 hours daily; for guests only,Free,9/12/2025,LD,FALSE,TRUE
420636,The Grandview Motel,519-596-2220,8644,5,public,,24 hours daily; for guests only,Free,9/12/2025,LD,FALSE,TRUE
420637,Tobermory Princess Hotel,519-596-8282,9941,1,public,,24 hours daily,$25 flat rate,9/12/2025,LD,FALSE,FALSE
420638,Blue Bay Motel,519-596-2392,8331,5,public,,24 hours daily; for guests only,Free,9/12/2025,LD,FALSE,TRUE
420639,Escarpment Heights Motel,519-596-2228,15191,5,public,,24 hours daily; for guests only,Free,9/12/2025,LD,FALSE,TRUE
420640,Happy Hearts Park & Campground,519-596-2455,7721,5,public,,24 hours daily; for guests only,Free,9/12/2025,LD,FALSE,TRUE
420641,Orange Bicycle Guesthouse & Garden,519-783-1383,13329,5,public,,9am-9pm daily; for guests only,Free,9/12/2025,LD,FALSE,TRUE
420642,Neptune's Hideaway,519-538-9427,14023,2,public,,6am to 10pm daily; for guests only,Free,9/12/2025,LD,FALSE,TRUE
420643,Northern Dreams Bed & Breakfast,905-933-5800,9016,10,public,,9am-9pm daily; for guests only,Free,9/12/2025,LD,FALSE,TRUE
420644,Summer House Park,519-795-7712,279,1,public,,9am-5pm daily,$10 flat rate,9/12/2025,LD,FALSE,FALSE
420645,Camp Celtic Sports & Arts Camp,519-793-3911,11893,5,public,,24 hours daily,Free,9/12/2025,LD,FALSE,FALSE
420646,Lion's Head Beach Motel & Cottages,519-793-3155,13759,1,public,,24 hours daily,Free for guests; $5 per hour for non-guests,9/12/2025,LD,FALSE,FALSE
420647,Bear Tracks Inn & Restaurant,519-793-3555,4069,10,public,,24 hours daily; for guests only,Free,9/12/2025,LD,FALSE,TRUE
420648,By the Bay Resort & General Store,519-793-3317,4069,10,public,,8am-7pm daily; drivers must ask staff,$5 per hour,9/12/2025,LD,FALSE,TRUE
420649,Oliphant Family Campground,226-668-4355,2455,10,public,,24 hours daily; for guests only,Free,9/12/2025,LD,FALSE,TRUE
420650,Huron Sands Motel & Restaurant,705-377-4544,2455,10,public,,24 hours daily,Free for guests; $5 per hour for non-guests,9/12/2025,LD,FALSE,FALSE
420651,Killarney Outfitters,705-287-2828,8015,5,public,,24 hours daily,Free for guests; $5 per hour for non-guests,9/12/2025,LD,FALSE,FALSE
420654,Regius Realty,604-873-5402,11904,5,private,,24 hours daily,Free,9/12/2025,LD,FALSE,
420701,INDIGO PARK CWI042-02,888-758-4389,9324,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420702,INDIGO PARK CWI042-01,888-758-4389,5950,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420704,Residence Inn London Downtown,855-885-9571,156,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420708,Collège Saint-Sacrement,888-356-8911,10606,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420709,MMFN-CFS station,888-356-8911,10606,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420902,BROADSTREET SUNCREST #1,888-758-4389,10606,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420903,BROADSTREET SUNCREST #2,888-758-4389,10606,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420909,P3 Blue Mountain Inn Parking Lot,888-356-8911,498,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420917,BC Hydro - Abbotsford - UFV Campus,866-338-3369,11476,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
420920,Québec - 260 11e rue,855-999-8378,11723,2,public,,,,6/29/2026,,FALSE,FALSE
421000,LACITEC LACITNOIR2 CA,888-758-4389,8226,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421001,LACITEC LACITECNOIR1,888-758-4389,4476,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421002,MASSET LIBRARY MASSET LIBRARY,888-758-4389,3386,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421003,RECHARGECO MIRABEL 01,888-758-4389,8999,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421005,Vida at Bayview Village,855-885-9571,3746,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421009,City of New Westminster - City Hall,888-356-8911,8645,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421012,Québec - 965 rue Valentin,855-999-8378,6499,10,public,,,,6/29/2026,,FALSE,FALSE
421013,Québec - 4635 boul Ste-Anne,855-999-8378,11881,5,public,,,,6/29/2026,,FALSE,FALSE
421014,5665 Brunetière,855-999-8378,11809,5,public,,,,6/29/2026,,FALSE,FALSE
421015,800 rue du Rosaire,855-999-8378,4643,10,public,,,,6/29/2026,,FALSE,FALSE
421016,1958 42e Avenue,855-999-8378,11688,5,public,,,,6/29/2026,,FALSE,FALSE
421125,INDIGO PARK CED518,888-758-4389,8921,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421126,INDIGO PARK CMO232-02,888-758-4389,10231,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421132,"Bishop's University (P4) 2600 Rue College, Sherbrooke Qc",888-356-8911,9600,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421189,INNERGEX PH RIGHT,888-758-4389,10364,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421190,LRCCC LRCCC,888-758-4389,9487,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421191,RECHARGECO MIRABEL 02,888-758-4389,8646,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421198,SAMS- Warren Arena,888-356-8911,8646,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421199,6190 Agronomy Rd,888-356-8911,7722,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421200,City of New Westminster - Anvil Center,888-356-8911,9642,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421204,Centre aquatique de Mirabel - 14940 Petite côte des anges,855-999-8378,9643,2,public,,,,6/29/2026,,FALSE,FALSE
421245,218 Guillemette - Ste-Hélène-de-Chester,855-999-8378,9454,5,public,,,,6/29/2026,,FALSE,FALSE
421315,"Ottawa, ON - Boundary Road - Tesla Supercharger",877-798-3752,8775,5,public,,24 hours daily. NACS partner enabled.,,6/18/2026,LD,TRUE,FALSE
421316,Midland Town Dock - Lakeland EV Charging,888-646-0123,10218,5,public,,24 hours daily,$3 per hour,9/12/2025,LD,FALSE,FALSE
421317,Muskoka Lumber Community Centre - Lakeland EV Charging,888-646-0123,8246,5,public,,24 hours daily,$3.50 per hour,9/12/2025,LD,FALSE,FALSE
421318,Town of Bracebridge - Lakeland EV Charging,888-646-0123,9134,5,public,,24 hours daily,$0.69 per kWh,9/12/2025,LD,FALSE,FALSE
421319,Lakeland Office - Lakeland EV Charging,888-646-0123,10858,2,public,,24 hours daily,$0.69 per kWh,9/12/2025,LD,FALSE,FALSE
421320,Tru by Hilton - Lakeland EV Charging,888-646-0123,7723,5,public,,24 hours daily,$3.50 per hour,9/12/2025,LD,FALSE,FALSE
421321,Bracebridge Sportsplex - Lakeland EV Charging,888-646-0123,8270,5,public,,24 hours daily,$3.50 per hour,9/12/2025,LD,FALSE,FALSE
421322,Bell Parking Lot - Lakeland EV Charging,888-646-0123,8340,5,public,,24 hours daily,$0.69 per kWh,9/12/2025,LD,FALSE,FALSE
421323,Municipal Office - Lakeland EV Charging,888-646-0123,8647,5,public,,24 hours daily,$0.62 per kWh,9/12/2025,LD,FALSE,FALSE
421324,The Farmers Market - Lakeland EV Charging,888-646-0123,8648,5,public,,24 hours daily,$3.25 per hour,9/12/2025,LD,FALSE,FALSE
421325,Parry Sound Museum - Lakeland EV Charging,888-646-0123,8649,5,public,,24 hours daily,$3 per hour,9/12/2025,LD,FALSE,FALSE
421326,Stockey Centre - Lakeland EV Charging,888-646-0123,13872,2,public,,24 hours daily,$0.69 per kWh,9/12/2025,LD,FALSE,FALSE
421327,Trestle Brewing - Lakeland EV Charging,888-646-0123,1863,7,public,,24 hours daily,$20 per hour,9/12/2025,LD,FALSE,FALSE
421328,Bobby Orr Community Centre - Lakeland EV Charging,888-646-0123,323,1,public,,24 hours daily,$0.69 per kWh,9/12/2025,LD,FALSE,FALSE
421329,Magnetawan Public Library - Lakeland EV Charging,888-646-0123,5165,10,public,,24 hours daily,$0.62 per kWh,9/12/2025,LD,FALSE,FALSE
421330,Lions Park - Lakeland EV Charging,888-646-0123,10274,6,public,,24 hours daily,$0.69 per kWh,9/12/2025,LD,FALSE,FALSE
421331,Parking Lot - Lakeland EV Charging,888-646-0123,7998,5,public,,24 hours daily,$0.69 per kWh,9/12/2025,LD,FALSE,FALSE
421382,WATERLOO REGION ROW STATION CP6,888-758-4389,2093,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421392,Stonewall Veterans Arena,888-356-8911,7886,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421550,Meadow Park Sports Centre,604-935-7529,11284,6,private,,,,11/13/2025,LD,FALSE,
421601,8205 AA Desroches,855-999-8378,2822,2,public,,,,6/29/2026,,FALSE,FALSE
421602,16420 Bureau,855-999-8378,14927,43,public,,,,6/29/2026,,FALSE,FALSE
421603,1867 Bennett,855-999-8378,2908,2,public,,,,6/29/2026,,FALSE,FALSE
421658,INDIGO PARK COT049-02,888-758-4389,3109,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421659,INDIGO PARK COT049-01,888-758-4389,11698,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421680,"Grande Prairie, AB - Tesla Supercharger",877-798-3752,11698,2,public,,24 hours daily. NACS partner enabled.,,6/18/2026,LD,TRUE,FALSE
421681,"London, ON - Wonderland Road - Tesla Supercharger",877-798-3752,11945,2,public,,24 hours daily. NACS partner enabled.,,6/18/2026,LD,TRUE,FALSE
421772,INDIGO PARK CED513,888-758-4389,6486,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421773,COB BAG STATION 1,888-758-4389,8880,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421774,COB BAG STATION 2,888-758-4389,14982,14,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421775,BHNCDSB CHARGER#1,888-758-4389,4297,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421776,BHNCDSB CHARGER#2,888-758-4389,4297,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421783,METRO Tower I and II,888-356-8911,4297,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421784,Home2 Suites by Hilton Edmonton South,888-356-8911,14885,42,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421785,"River Valley Ford Mission, BC",888-356-8911,14872,42,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421786,Complexe multisports Desjardins,888-356-8911,14970,14,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421805,Frelighsburg - Rue de l'Église,855-999-8378,13532,2,public,,,,6/29/2026,,FALSE,FALSE
421806,"Centre communautaire - 2660, rue du Centre communautaire",855-999-8378,2065,2,public,,,,6/29/2026,,FALSE,FALSE
421807,"Piscine de Terrasse-Vaudreuil, 185, 4e Boulevard",855-999-8378,5231,10,public,,,,6/29/2026,,FALSE,FALSE
421808,"Caserne incendie, 90, 7e Avenue, Terrasse-Vaudreuil",855-999-8378,3642,10,public,,,,6/29/2026,,FALSE,FALSE
421809,Aérogare de Trois-Rivières,855-999-8378,3642,10,public,,,,6/29/2026,,FALSE,FALSE
421810,MRC de Portneuf - Préfecture,855-999-8378,4950,10,public,,,,6/29/2026,,FALSE,FALSE
421811,Ville de Beloeil - Rue Hertel,855-999-8378,4950,10,public,,,,6/29/2026,,FALSE,FALSE
421812,Stationnement municipal (6e rue Desjardins),855-999-8378,4950,10,public,,,,6/29/2026,,FALSE,FALSE
421813,Stationnement municipal (Centre Bombardier),855-999-8378,14506,28,public,,,,6/29/2026,,FALSE,FALSE
421814,Stationnement municipal (4e avenue Painchaud),855-999-8378,13628,10,public,,,,6/29/2026,,FALSE,FALSE
421820,Mike Knapp Ford Sales,888-357-1009,13628,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421839,Hunter Chevrolet Buick GMC - DC,888-356-8911,9343,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
421848,Performance Mercedes-Benz,,1154,2,public,,24 hours daily,$5 per hour,6/12/2026,LD,TRUE,FALSE
422086,PLACE SARTIGAN P.SARTIGAN,888-758-4389,13320,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
422087,YNCU WATERLOO 2,888-758-4389,11097,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
422088,LAKERIDGELEXUS1 STATION 1,888-758-4389,11097,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
422091,PETRO-CANADA CP 78060 - 2,888-758-4389,2088,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
422099,Delta Mont Saint-Anne - Phase 2,888-356-8911,6340,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
422100,Hunter Chevrolet Buick GMC,888-356-8911,6340,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
422101,Redmonds Hardware Professional Center,888-356-8911,12749,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
422163,TOYOTA ON TRAIL DELIVERY BAY,888-758-4389,10372,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
422164,WRDSB EASTWOOD1,888-758-4389,9759,2,public,,Mon: 4:00pm-11:59pm; Tue: 4:00pm-11:59pm; Wed: 4:00pm-11:59pm; Thu: 4:00pm-11:59pm; Fri: 4:00pm-11:59pm; Sat: 4:00pm-11:59pm; Sun: 4:00pm-11:59pm,,6/29/2026,,FALSE,FALSE
422165,WRDSB EASTWOOD2,888-758-4389,9759,2,public,,Mon: 4:00pm-11:59pm; Tue: 4:00pm-11:59pm; Wed: 4:00pm-11:59pm; Thu: 4:00pm-11:59pm; Fri: 4:00pm-11:59pm; Sat: 4:00pm-11:59pm; Sun: 4:00pm-11:59pm,,6/29/2026,,FALSE,FALSE
422175,Janzen Chevrolet Buick GMC - DC,888-356-8911,4977,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
422177,"Canmore, AB - 702 Bow Valley Trail - Tesla Supercharger",877-798-3752,4978,10,public,,24 hours daily. NACS partner enabled.,,6/18/2026,LD,TRUE,FALSE
422199,BRCC - AFF - Dubé Chrysler,855-999-8378,15026,7,public,,,,6/29/2026,,FALSE,FALSE
422200,Parc des Loisirs de Saint-Benjamin,855-999-8378,625,7,public,,,,6/29/2026,,FALSE,FALSE
422202,St-Ulric,855-999-8378,620,7,public,,,,6/29/2026,,FALSE,FALSE
422203,BRCC - Saint-Hyacinthe - Pizza Salvatoré,855-999-8378,2328,7,public,,,,6/29/2026,,FALSE,FALSE
422223,MAINPARKING2025 STATION 22948,888-758-4389,15029,7,public,,"Mon: 12:00am-2:00am, 3:00pm-11:59pm; Tue: 12:00am-2:00am, 3:00pm-11:59pm; Wed: 12:00am-2:00am, 3:00pm-11:59pm; Thu: 12:00am-2:00am, 3:00pm-11:59pm; Fri: 12:00am-2:00am, 3:00pm-11:59pm; Sat: 12:00am-2:00am, 3:00pm-11:59pm; Sun: 12:00am-2:00am, 3:00pm-11:59pm",,6/29/2026,,FALSE,FALSE
422224,MAINPARKING2025 STATION 22924,888-758-4389,2100,7,public,,"Mon: 12:00am-2:00am, 3:00pm-11:59pm; Tue: 12:00am-2:00am, 3:00pm-11:59pm; Wed: 12:00am-2:00am, 3:00pm-11:59pm; Thu: 12:00am-2:00am, 3:00pm-11:59pm; Fri: 12:00am-2:00am, 3:00pm-11:59pm; Sat: 12:00am-2:00am, 3:00pm-11:59pm; Sun: 12:00am-2:00am, 3:00pm-11:59pm",,6/29/2026,,FALSE,FALSE
422225,MAINPARKING2025 STATION 2291C,888-758-4389,622,7,public,,"Mon: 12:00am-2:00am, 3:00pm-11:59pm; Tue: 12:00am-2:00am, 3:00pm-11:59pm; Wed: 12:00am-2:00am, 3:00pm-11:59pm; Thu: 12:00am-2:00am, 3:00pm-11:59pm; Fri: 12:00am-2:00am, 3:00pm-11:59pm; Sat: 12:00am-2:00am, 3:00pm-11:59pm; Sun: 12:00am-2:00am, 3:00pm-11:59pm",,6/29/2026,,FALSE,FALSE
422226,MAINPARKING2025 STATION 22930,888-758-4389,1721,2,public,,"Mon: 12:00am-2:00am, 3:00pm-11:59pm; Tue: 12:00am-2:00am, 3:00pm-11:59pm; Wed: 12:00am-2:00am, 3:00pm-11:59pm; Thu: 12:00am-2:00am, 3:00pm-11:59pm; Fri: 12:00am-2:00am, 3:00pm-11:59pm; Sat: 12:00am-2:00am, 3:00pm-11:59pm; Sun: 12:00am-2:00am, 3:00pm-11:59pm",,6/29/2026,,FALSE,FALSE
422227,MAINPARKING2025 STATION 22942,888-758-4389,2501,2,public,,"Mon: 12:00am-2:00am, 3:00pm-11:59pm; Tue: 12:00am-2:00am, 3:00pm-11:59pm; Wed: 12:00am-2:00am, 3:00pm-11:59pm; Thu: 12:00am-2:00am, 3:00pm-11:59pm; Fri: 12:00am-2:00am, 3:00pm-11:59pm; Sat: 12:00am-2:00am, 3:00pm-11:59pm; Sun: 12:00am-2:00am, 3:00pm-11:59pm",,6/29/2026,,FALSE,FALSE
